Disease,Symptom,Medicine
Typhoid,Shortness of breath,Isoniazid
Urinary Tract Infection,Fever,Isoniazid
COVID-19,Red Eyes,Rifampin
Heart Disease,Joint Pain,Propranolol
Acne,Abdominal Pain,Paracetamol
Gastroenteritis,Night Sweats,Levothyroxine
Whooping Cough,Weight Loss,Prednisone
Jaundice,Abdominal Pain,Sildenafil
Influenza,Ear Pain,Loperamide
Dengue,Numbness,Ranitidine
Sinusitis,Rapid Heartbeat,Azithromycin
Psoriasis,Shortness of breath,Ondansetron
Arthritis,Abdominal Pain,Ciprofloxacin
Chickenpox,Fever,Adalimumab
Sinusitis,Skin Rash,Sumatriptan
Psoriasis,Headache,Prednisone
Hepatitis,Itching,Sildenafil
Urinary Tract Infection,Fever,Terbinafine
Vertigo,Back Pain,Aspirin
Fungal Infection,Fever,Topiramate
Urinary Tract Infection,Swollen Lymph Nodes,Hydrocortisone
Gastroenteritis,Skin Rash,Amoxicillin
Pneumonia,Swelling,Levothyroxine
Heart Disease,Ear Pain,Glibenclamide
Zika Virus,Loss of Appetite,Loratadine
Allergy,Muscle Weakness,Prednisone
Zika Virus,Skin Rash,Hydrocortisone
Whooping Cough,Runny Nose,Ibuprofen
Lung Cancer,Shortness of breath,Adalimumab
Arthritis,Joint Pain,Cetirizine
Tuberculosis,Night Sweats,Loperamide
Peptic Ulcer,Dizziness,Propranolol
Malaria,Diarrhea,Losartan
Glaucoma,Skin Rash,Ibuprofen
Asthma,Skin Rash,Hydrocortisone
Zika Virus,Rapid Heartbeat,Calamine Lotion
Vertigo,Sore Throat,Doxycycline
Heart Disease,Swollen Lymph Nodes,Isoniazid
Tuberculosis,Fever,Terbinafine
Peptic Ulcer,Fatigue,Chloroquine
Peptic Ulcer,Runny Nose,Levothyroxine
Urinary Tract Infection,Weight Loss,Losartan
Fungal Infection,Swollen Lymph Nodes,Propranolol
Zika Virus,Sore Throat,Doxycycline
Asthma,Joint Pain,Ibuprofen
Psoriasis,Red Eyes,Rifampin
Glaucoma,Night Sweats,Adalimumab
Influenza,Chest Pain,Omeprazole
Malaria,Headache,Rifampin
Chickenpox,Sore Throat,Adalimumab
Zika Virus,Runny Nose,Isoniazid
Jaundice,Fever,Terbinafine
Tuberculosis,Numbness,Metformin
Glaucoma,Fatigue,Loperamide
Sinusitis,Fatigue,Chloroquine
Diabetes,Loss of Appetite,Hydrocortisone
Vertigo,Nausea,Sumatriptan
Sinusitis,Red Eyes,Calamine Lotion
Vertigo,Abdominal Pain,Amoxicillin
Acne,Dizziness,Adalimumab
Osteoporosis,Back Pain,Ibuprofen
Pneumonia,Rapid Heartbeat,Ranitidine
Vertigo,Fever,Ibuprofen
Chickenpox,Skin Rash,Ciprofloxacin
Ulcerative Colitis,Swelling,Terbinafine
Ulcerative Colitis,Shortness of breath,Ondansetron
Ulcerative Colitis,Numbness,Amoxicillin
Acne,Headache,Glibenclamide
Heart Disease,Itching,Ondansetron
Glaucoma,Vomiting,Aspirin
Epilepsy,Weight Loss,Propranolol
Tuberculosis,Back Pain,Loratadine
Peptic Ulcer,Muscle Weakness,Terbinafine
Zika Virus,Abdominal Pain,Doxycycline
Psoriasis,Loss of Appetite,Prednisone
Osteoporosis,Skin Rash,Losartan
Sinusitis,Fever,Metformin
Gastroenteritis,Loss of Appetite,Budesonide
Dengue,Swelling,Paracetamol
COVID-19,Itching,Aspirin
Diabetes,Nausea,Glibenclamide
Chickenpox,Red Eyes,Sildenafil
Lung Cancer,High Blood Pressure,Amoxicillin
Multiple Sclerosis,Dizziness,Ciprofloxacin
Asthma,Tremors,Calamine Lotion
Influenza,Loss of Appetite,Isoniazid
Sinusitis,Swollen Lymph Nodes,Hydrocortisone
Eczema,Cough,Rifampin
Chickenpox,Back Pain,Prednisone
Bronchitis,High Blood Pressure,Sumatriptan
Influenza,Weight Loss,Glibenclamide
Sinusitis,Chest Pain,Ondansetron
Fungal Infection,Headache,Propranolol
Lung Cancer,Headache,Loperamide
Chronic Kidney Disease,Ear Pain,Glibenclamide
Common Cold,Headache,Sumatriptan
Lung Cancer,Tremors,Topiramate
Psoriasis,Joint Pain,Isoniazid
Chronic Kidney Disease,Shortness of breath,Glibenclamide
Sinusitis,Swelling,Aspirin
Arthritis,Blurred Vision,Doxycycline
Glaucoma,Sore Throat,Aspirin
Malaria,Fatigue,Aspirin
Tuberculosis,Night Sweats,Propranolol
Acne,Swelling,Isoniazid
Tuberculosis,Red Eyes,Sumatriptan
Hepatitis,Diarrhea,Sildenafil
Eczema,Blurred Vision,Propranolol
Asthma,Blurred Vision,Chloroquine
Dengue,Weight Loss,Calamine Lotion
Eczema,Swelling,Omeprazole
Influenza,Joint Pain,Loratadine
Gastroenteritis,Tremors,Sumatriptan
Multiple Sclerosis,Night Sweats,Adalimumab
Zika Virus,Fever,Metformin
Sinusitis,Nausea,Ciprofloxacin
Dengue,Skin Rash,Calamine Lotion
Osteoporosis,Nausea,Topiramate
Chickenpox,Swelling,Terbinafine
Asthma,Swelling,Calamine Lotion
Urinary Tract Infection,Diarrhea,Hydrocortisone
Glaucoma,Swollen Lymph Nodes,Terbinafine
Jaundice,Ear Pain,Sildenafil
Acne,Skin Rash,Chloroquine
Fungal Infection,Runny Nose,Propranolol
Multiple Sclerosis,Itching,Propranolol
Glaucoma,Vomiting,Sildenafil
Jaundice,Sore Throat,Ranitidine
COVID-19,Muscle Weakness,Loperamide
Dengue,Fever,Terbinafine
Bronchitis,Red Eyes,Omeprazole
Lung Cancer,Runny Nose,Loperamide
Psoriasis,High Blood Pressure,Levothyroxine
Sinusitis,Itching,Ondansetron
Peptic Ulcer,High Blood Pressure,Prednisone
Dengue,Ear Pain,Losartan
Migraine,Dizziness,Budesonide
Hepatitis,Dizziness,Cetirizine
Gastroenteritis,Ear Pain,Ranitidine
Epilepsy,Vomiting,Budesonide
Zika Virus,Fever,Sumatriptan
Vertigo,Ear Pain,Omeprazole
Chickenpox,Fever,Terbinafine
Dengue,Joint Pain,Ciprofloxacin
Acne,Swelling,Amoxicillin
Zika Virus,Nausea,Ibuprofen
COVID-19,Shortness of breath,Loperamide
Malaria,Fever,Chloroquine
Gastroenteritis,Swelling,Rifampin
Diabetes,Numbness,Cetirizine
Jaundice,Fatigue,Doxycycline
Pneumonia,Weight Loss,Cetirizine
Lung Cancer,Headache,Amoxicillin
Asthma,Joint Pain,Cetirizine
Malaria,Tremors,Ranitidine
Influenza,Headache,Loratadine
Hypertension,Itching,Aspirin
Acne,Itching,Loratadine
Asthma,Fever,Sildenafil
Psoriasis,Numbness,Terbinafine
Osteoporosis,Loss of Appetite,Losartan
Allergy,Nausea,Budesonide
Malaria,Swollen Lymph Nodes,Azithromycin
Gastroenteritis,Back Pain,Paracetamol
Tuberculosis,Weight Loss,Losartan
Glaucoma,High Blood Pressure,Budesonide
Peptic Ulcer,Abdominal Pain,Budesonide
Jaundice,Abdominal Pain,Paracetamol
Bronchitis,Skin Rash,Sumatriptan
Heart Disease,Weight Loss,Loperamide
Osteoporosis,Loss of Appetite,Doxycycline
Lung Cancer,Back Pain,Metformin
Migraine,Tremors,Aspirin
Common Cold,Abdominal Pain,Omeprazole
Tuberculosis,Runny Nose,Loperamide
Urinary Tract Infection,Red Eyes,Hydrocortisone
Fungal Infection,Nausea,Losartan
Malaria,Chest Pain,Ciprofloxacin
Arthritis,Joint Pain,Omeprazole
Glaucoma,Dizziness,Chloroquine
Migraine,Fatigue,Ondansetron
Sinusitis,Night Sweats,Propranolol
Multiple Sclerosis,Joint Pain,Ranitidine
Psoriasis,Tremors,Rifampin
Zika Virus,Blurred Vision,Budesonide
Ulcerative Colitis,Runny Nose,Glibenclamide
Eczema,Swollen Lymph Nodes,Loratadine
Common Cold,Fever,Omeprazole
Urinary Tract Infection,Chest Pain,Rifampin
Glaucoma,Headache,Doxycycline
Eczema,Numbness,Ibuprofen
Diabetes,Swollen Lymph Nodes,Paracetamol
Tuberculosis,Muscle Weakness,Glibenclamide
Influenza,Itching,Ondansetron
Pneumonia,Night Sweats,Loperamide
Sinusitis,Sore Throat,Amoxicillin
Common Cold,Rapid Heartbeat,Prednisone
Malaria,High Blood Pressure,Losartan
Typhoid,Abdominal Pain,Loratadine
Multiple Sclerosis,Ear Pain,Terbinafine
Vertigo,Fever,Adalimumab
Eczema,Nausea,Calamine Lotion
Psoriasis,Weight Loss,Ondansetron
Whooping Cough,Blurred Vision,Hydrocortisone
Tuberculosis,Swelling,Sumatriptan
Dengue,Red Eyes,Paracetamol
Ulcerative Colitis,Headache,Loratadine
Allergy,Headache,Azithromycin
Heart Disease,Night Sweats,Isoniazid
Asthma,High Blood Pressure,Aspirin
Lung Cancer,Loss of Appetite,Metformin
Influenza,Loss of Appetite,Propranolol
Typhoid,Joint Pain,Glibenclamide
Bronchitis,Weight Loss,Losartan
Eczema,Red Eyes,Ranitidine
Dengue,Ear Pain,Prednisone
Zika Virus,Tremors,Azithromycin
Lung Cancer,Chest Pain,Cetirizine
Gastroenteritis,Shortness of breath,Azithromycin
Malaria,Tremors,Ondansetron
Hypertension,Dizziness,Loperamide
Psoriasis,Numbness,Ibuprofen
Tuberculosis,Itching,Budesonide
Chickenpox,Cough,Azithromycin
Epilepsy,High Blood Pressure,Omeprazole
Gastroenteritis,Chest Pain,Loratadine
Diabetes,Runny Nose,Amoxicillin
Glaucoma,Fatigue,Loratadine
Asthma,Muscle Weakness,Budesonide
COVID-19,Cough,Ibuprofen
Zika Virus,Dizziness,Cetirizine
Allergy,Runny Nose,Adalimumab
Osteoporosis,Back Pain,Ibuprofen
Hepatitis,Numbness,Paracetamol
Asthma,Cough,Levothyroxine
Influenza,Weight Loss,Cetirizine
Bronchitis,Chest Pain,Cetirizine
Chronic Kidney Disease,Nausea,Propranolol
Hepatitis,Muscle Weakness,Paracetamol
Epilepsy,Muscle Weakness,Paracetamol
Typhoid,Blurred Vision,Amoxicillin
Asthma,Swollen Lymph Nodes,Terbinafine
Hypertension,Red Eyes,Chloroquine
Chronic Kidney Disease,Blurred Vision,Ciprofloxacin
Fungal Infection,Ear Pain,Ciprofloxacin
Tuberculosis,Swollen Lymph Nodes,Chloroquine
Multiple Sclerosis,Loss of Appetite,Cetirizine
COVID-19,Abdominal Pain,Levothyroxine
Lung Cancer,Numbness,Loratadine
Asthma,Back Pain,Loperamide
Zika Virus,High Blood Pressure,Loperamide
Tuberculosis,Abdominal Pain,Sumatriptan
Dengue,Night Sweats,Calamine Lotion
Osteoporosis,Swollen Lymph Nodes,Chloroquine
Eczema,Itching,Sumatriptan
Glaucoma,Fatigue,Glibenclamide
Multiple Sclerosis,High Blood Pressure,Doxycycline
Vertigo,Abdominal Pain,Adalimumab
Malaria,Weight Loss,Sildenafil
Glaucoma,Skin Rash,Azithromycin
Typhoid,Chest Pain,Sildenafil
Arthritis,Weight Loss,Glibenclamide
Acne,Headache,Levothyroxine
Chronic Kidney Disease,Fatigue,Loratadine
Urinary Tract Infection,Ear Pain,Paracetamol
Eczema,Night Sweats,Loratadine
Pneumonia,Chest Pain,Sumatriptan
Typhoid,Sore Throat,Terbinafine
COVID-19,Fever,Calamine Lotion
Pneumonia,Weight Loss,Propranolol
Hepatitis,Cough,Terbinafine
Epilepsy,Diarrhea,Calamine Lotion
COVID-19,Cough,Hydrocortisone
Multiple Sclerosis,Shortness of breath,Budesonide
Asthma,Runny Nose,Calamine Lotion
Fungal Infection,Rapid Heartbeat,Adalimumab
Psoriasis,Nausea,Glibenclamide
Lung Cancer,Abdominal Pain,Calamine Lotion
Vertigo,Swelling,Propranolol
Migraine,High Blood Pressure,Ciprofloxacin
Asthma,Muscle Weakness,Chloroquine
Lung Cancer,Ear Pain,Budesonide
Fungal Infection,Fever,Paracetamol
Asthma,Blurred Vision,Rifampin
Jaundice,Runny Nose,Ranitidine
Psoriasis,Blurred Vision,Losartan
Malaria,Chest Pain,Sildenafil
Gastroenteritis,Swollen Lymph Nodes,Adalimumab
Chickenpox,Numbness,Glibenclamide
Lung Cancer,Night Sweats,Paracetamol
Vertigo,Back Pain,Ibuprofen
Arthritis,Tremors,Rifampin
Bronchitis,Blurred Vision,Hydrocortisone
Migraine,Rapid Heartbeat,Loratadine
Typhoid,Itching,Levothyroxine
Ulcerative Colitis,Cough,Levothyroxine
Bronchitis,Shortness of breath,Hydrocortisone
Jaundice,Chest Pain,Sildenafil
Gastroenteritis,Cough,Sumatriptan
Fungal Infection,Dizziness,Metformin
Whooping Cough,Ear Pain,Cetirizine
Urinary Tract Infection,Dizziness,Levothyroxine
Asthma,Cough,Loperamide
Pneumonia,Abdominal Pain,Metformin
Sinusitis,Shortness of breath,Isoniazid
Common Cold,Chest Pain,Azithromycin
Tuberculosis,Night Sweats,Isoniazid
Pneumonia,Diarrhea,Adalimumab
Ulcerative Colitis,Weight Loss,Doxycycline
Migraine,Loss of Appetite,Amoxicillin
Psoriasis,Diarrhea,Losartan
Multiple Sclerosis,Swollen Lymph Nodes,Omeprazole
Psoriasis,Joint Pain,Ondansetron
Peptic Ulcer,Red Eyes,Amoxicillin
Heart Disease,Cough,Losartan
Diabetes,Diarrhea,Azithromycin
Influenza,Weight Loss,Losartan
Pneumonia,Back Pain,Sumatriptan
Pneumonia,Back Pain,Cetirizine
Glaucoma,Rapid Heartbeat,Omeprazole
Fungal Infection,Red Eyes,Topiramate
Pneumonia,Blurred Vision,Paracetamol
Whooping Cough,Muscle Weakness,Ranitidine
Ulcerative Colitis,Diarrhea,Aspirin
Tuberculosis,Sore Throat,Amoxicillin
Arthritis,Shortness of breath,Calamine Lotion
Dengue,Ear Pain,Aspirin
COVID-19,Abdominal Pain,Prednisone
Migraine,Weight Loss,Prednisone
Migraine,Chest Pain,Sildenafil
Psoriasis,Night Sweats,Propranolol
Malaria,Night Sweats,Loperamide
Osteoporosis,Back Pain,Loratadine
Epilepsy,Weight Loss,Aspirin
Eczema,Diarrhea,Propranolol
Ulcerative Colitis,Runny Nose,Aspirin
Typhoid,Red Eyes,Hydrocortisone
Allergy,Rapid Heartbeat,Adalimumab
Sinusitis,Rapid Heartbeat,Paracetamol
Whooping Cough,Back Pain,Levothyroxine
Jaundice,Numbness,Budesonide
Hypertension,Vomiting,Adalimumab
Vertigo,Ear Pain,Adalimumab
Heart Disease,Fatigue,Cetirizine
Dengue,Joint Pain,Budesonide
Epilepsy,Vomiting,Rifampin
Diabetes,Shortness of breath,Losartan
Psoriasis,Fatigue,Glibenclamide
Bronchitis,Night Sweats,Rifampin
Bronchitis,Red Eyes,Prednisone
Psoriasis,Diarrhea,Rifampin
Heart Disease,Chest Pain,Azithromycin
Peptic Ulcer,Itching,Metformin
Jaundice,Runny Nose,Omeprazole
Zika Virus,Shortness of breath,Levothyroxine
Arthritis,Chest Pain,Chloroquine
Multiple Sclerosis,Numbness,Loratadine
Gastroenteritis,Skin Rash,Hydrocortisone
Asthma,Rapid Heartbeat,Topiramate
Sinusitis,Headache,Sildenafil
Acne,Abdominal Pain,Loratadine
Chickenpox,Weight Loss,Ondansetron
Chickenpox,Diarrhea,Glibenclamide
Chickenpox,Rapid Heartbeat,Budesonide
Eczema,Nausea,Chloroquine
Peptic Ulcer,Nausea,Doxycycline
Dengue,Runny Nose,Calamine Lotion
Peptic Ulcer,Dizziness,Loperamide
Hepatitis,Abdominal Pain,Loratadine
Hepatitis,High Blood Pressure,Loratadine
Eczema,High Blood Pressure,Ciprofloxacin
Influenza,Diarrhea,Terbinafine
COVID-19,Night Sweats,Ciprofloxacin
Gastroenteritis,Rapid Heartbeat,Topiramate
Hepatitis,Cough,Ranitidine
Zika Virus,Shortness of breath,Adalimumab
Ulcerative Colitis,Muscle Weakness,Levothyroxine
Vertigo,Muscle Weakness,Sumatriptan
Chickenpox,Blurred Vision,Amoxicillin
Asthma,Diarrhea,Budesonide
Dengue,Cough,Topiramate
Eczema,Shortness of breath,Topiramate
Acne,Dizziness,Ciprofloxacin
Chickenpox,Dizziness,Calamine Lotion
Epilepsy,Vomiting,Paracetamol
Glaucoma,Swollen Lymph Nodes,Cetirizine
Peptic Ulcer,Ear Pain,Ibuprofen
Chronic Kidney Disease,Night Sweats,Sildenafil
Common Cold,Diarrhea,Calamine Lotion
Vertigo,Muscle Weakness,Topiramate
Chickenpox,Fever,Sumatriptan
Eczema,Skin Rash,Metformin
Arthritis,Joint Pain,Azithromycin
Tuberculosis,Skin Rash,Cetirizine
Migraine,Blurred Vision,Ciprofloxacin
Arthritis,Ear Pain,Paracetamol
Arthritis,Muscle Weakness,Ibuprofen
Urinary Tract Infection,Fever,Metformin
Gastroenteritis,Sore Throat,Isoniazid
COVID-19,Dizziness,Omeprazole
Pneumonia,Ear Pain,Paracetamol
COVID-19,Loss of Appetite,Cetirizine
Zika Virus,Skin Rash,Loperamide
Urinary Tract Infection,Itching,Aspirin
Lung Cancer,Fever,Rifampin
Asthma,Diarrhea,Cetirizine
Psoriasis,Weight Loss,Calamine Lotion
Jaundice,Numbness,Isoniazid
Malaria,Shortness of breath,Hydrocortisone
Jaundice,Fatigue,Cetirizine
Acne,Vomiting,Azithromycin
Multiple Sclerosis,Swelling,Propranolol
Common Cold,Night Sweats,Levothyroxine
Lung Cancer,High Blood Pressure,Calamine Lotion
Jaundice,Tremors,Ondansetron
Arthritis,Cough,Adalimumab
Vertigo,Loss of Appetite,Loperamide
Gastroenteritis,Rapid Heartbeat,Ondansetron
Osteoporosis,Shortness of breath,Azithromycin
Ulcerative Colitis,Rapid Heartbeat,Adalimumab
Migraine,Sore Throat,Ciprofloxacin
Chickenpox,Numbness,Amoxicillin
Common Cold,Joint Pain,Sumatriptan
Arthritis,Abdominal Pain,Loperamide
Dengue,Ear Pain,Azithromycin
Eczema,Runny Nose,Cetirizine
Sinusitis,Back Pain,Metformin
Zika Virus,Itching,Adalimumab
Pneumonia,Cough,Glibenclamide
Tuberculosis,Skin Rash,Ondansetron
Whooping Cough,Back Pain,Doxycycline
Migraine,Numbness,Levothyroxine
Gastroenteritis,Swelling,Doxycycline
Eczema,Muscle Weakness,Ondansetron
Zika Virus,Diarrhea,Isoniazid
Urinary Tract Infection,Numbness,Ondansetron
Eczema,Ear Pain,Ranitidine
Diabetes,Runny Nose,Rifampin
Urinary Tract Infection,Loss of Appetite,Azithromycin
Influenza,Loss of Appetite,Hydrocortisone
Allergy,Blurred Vision,Propranolol
Common Cold,Red Eyes,Glibenclamide
Lung Cancer,Headache,Prednisone
Chickenpox,Cough,Chloroquine
Gastroenteritis,Night Sweats,Prednisone
Multiple Sclerosis,Fatigue,Levothyroxine
Psoriasis,Loss of Appetite,Ciprofloxacin
Asthma,Fever,Ciprofloxacin
Vertigo,Swelling,Isoniazid
Peptic Ulcer,Blurred Vision,Levothyroxine
Hypertension,Itching,Ondansetron
Jaundice,Rapid Heartbeat,Ranitidine
Asthma,Shortness of breath,Loratadine
Psoriasis,Red Eyes,Rifampin
Jaundice,Ear Pain,Prednisone
Influenza,Dizziness,Ibuprofen
COVID-19,High Blood Pressure,Propranolol
Dengue,Shortness of breath,Glibenclamide
Chronic Kidney Disease,Swelling,Prednisone
Tuberculosis,Fever,Budesonide
Multiple Sclerosis,Diarrhea,Ondansetron
Osteoporosis,Vomiting,Losartan
Glaucoma,Runny Nose,Ciprofloxacin
Acne,Joint Pain,Isoniazid
Eczema,Abdominal Pain,Glibenclamide
Acne,Fatigue,Propranolol
Tuberculosis,Swollen Lymph Nodes,Cetirizine
Asthma,Dizziness,Rifampin
Epilepsy,Loss of Appetite,Isoniazid
Ulcerative Colitis,Skin Rash,Loperamide
Glaucoma,Swelling,Sildenafil
Hepatitis,Cough,Terbinafine
Eczema,Loss of Appetite,Chloroquine
Hypertension,Sore Throat,Budesonide
Gastroenteritis,Runny Nose,Prednisone
Gastroenteritis,Nausea,Rifampin
Urinary Tract Infection,Muscle Weakness,Loperamide
Hypertension,Cough,Prednisone
Bronchitis,Swelling,Propranolol
Dengue,Chest Pain,Adalimumab
Vertigo,Numbness,Paracetamol
Diabetes,Runny Nose,Sildenafil
Pneumonia,Weight Loss,Amoxicillin
Psoriasis,Vomiting,Loperamide
Chronic Kidney Disease,Dizziness,Metformin
Eczema,Back Pain,Topiramate
Arthritis,Vomiting,Loratadine
Typhoid,Nausea,Azithromycin
Typhoid,Itching,Adalimumab
Allergy,Night Sweats,Hydrocortisone
Urinary Tract Infection,Ear Pain,Isoniazid
Pneumonia,Ear Pain,Ranitidine
Heart Disease,Rapid Heartbeat,Rifampin
Allergy,Abdominal Pain,Calamine Lotion
Hepatitis,Blurred Vision,Levothyroxine
Psoriasis,Rapid Heartbeat,Calamine Lotion
Dengue,Fatigue,Hydrocortisone
Typhoid,Itching,Aspirin
Typhoid,Cough,Ciprofloxacin
Asthma,Vomiting,Loratadine
Zika Virus,Swollen Lymph Nodes,Metformin
Allergy,Fatigue,Azithromycin
Acne,Fatigue,Loratadine
Fungal Infection,Chest Pain,Propranolol
Typhoid,Runny Nose,Omeprazole
Tuberculosis,Nausea,Metformin
Glaucoma,Chest Pain,Budesonide
Bronchitis,Nausea,Prednisone
Sinusitis,Diarrhea,Propranolol
Heart Disease,Tremors,Doxycycline
Peptic Ulcer,Sore Throat,Rifampin
Asthma,Weight Loss,Isoniazid
Zika Virus,Nausea,Calamine Lotion
Hepatitis,Sore Throat,Omeprazole
Arthritis,Blurred Vision,Loperamide
Chronic Kidney Disease,Rapid Heartbeat,Sildenafil
Fungal Infection,Cough,Paracetamol
Osteoporosis,Fatigue,Losartan
Urinary Tract Infection,Cough,Loperamide
Chronic Kidney Disease,Night Sweats,Paracetamol
Chronic Kidney Disease,Abdominal Pain,Adalimumab
Glaucoma,Skin Rash,Cetirizine
Hepatitis,Headache,Prednisone
Epilepsy,Ear Pain,Aspirin
Migraine,Weight Loss,Levothyroxine
Gastroenteritis,Itching,Loperamide
Osteoporosis,Blurred Vision,Paracetamol
Chickenpox,Blurred Vision,Paracetamol
Ulcerative Colitis,Red Eyes,Ranitidine
Multiple Sclerosis,Swollen Lymph Nodes,Glibenclamide
Peptic Ulcer,Muscle Weakness,Ciprofloxacin
Gastroenteritis,Swelling,Metformin
Acne,Cough,Sumatriptan
Lung Cancer,Abdominal Pain,Amoxicillin
Zika Virus,Cough,Ranitidine
Malaria,Abdominal Pain,Aspirin
Fungal Infection,High Blood Pressure,Cetirizine
Lung Cancer,Joint Pain,Ranitidine
Multiple Sclerosis,Shortness of breath,Aspirin
Heart Disease,Sore Throat,Azithromycin
Malaria,Sore Throat,Aspirin
Bronchitis,Shortness of breath,Terbinafine
Sinusitis,Muscle Weakness,Ibuprofen
Hepatitis,Swelling,Metformin
Hypertension,Swelling,Ibuprofen
Arthritis,Swollen Lymph Nodes,Ranitidine
Diabetes,Shortness of breath,Propranolol
Whooping Cough,Numbness,Doxycycline
Peptic Ulcer,High Blood Pressure,Prednisone
Ulcerative Colitis,Chest Pain,Adalimumab
Whooping Cough,Tremors,Isoniazid
Pneumonia,Red Eyes,Prednisone
Hypertension,Swollen Lymph Nodes,Rifampin
Acne,Fever,Sildenafil
Osteoporosis,Cough,Hydrocortisone
Dengue,Swollen Lymph Nodes,Budesonide
Pneumonia,Back Pain,Ibuprofen
Hepatitis,Chest Pain,Sildenafil
Acne,Diarrhea,Ranitidine
Hypertension,Blurred Vision,Ciprofloxacin
Allergy,Swelling,Doxycycline
Zika Virus,Chest Pain,Glibenclamide
Hepatitis,Night Sweats,Ciprofloxacin
Fungal Infection,Fever,Hydrocortisone
Hepatitis,Back Pain,Sildenafil
Migraine,Weight Loss,Losartan
Eczema,Chest Pain,Chloroquine
Hepatitis,High Blood Pressure,Ciprofloxacin
Zika Virus,Red Eyes,Ibuprofen
Fungal Infection,Dizziness,Budesonide
Glaucoma,Muscle Weakness,Topiramate
Typhoid,Back Pain,Hydrocortisone
Bronchitis,Chest Pain,Doxycycline
Asthma,High Blood Pressure,Propranolol
Multiple Sclerosis,Skin Rash,Ranitidine
Asthma,Dizziness,Terbinafine
Hypertension,Muscle Weakness,Topiramate
Asthma,Rapid Heartbeat,Loratadine
Hypertension,Nausea,Topiramate
Heart Disease,Joint Pain,Sumatriptan
Glaucoma,Fatigue,Budesonide
Epilepsy,Skin Rash,Topiramate
Fungal Infection,High Blood Pressure,Azithromycin
COVID-19,Muscle Weakness,Prednisone
COVID-19,Rapid Heartbeat,Glibenclamide
Epilepsy,Numbness,Prednisone
Malaria,Ear Pain,Aspirin
Vertigo,Abdominal Pain,Doxycycline
Glaucoma,Fever,Adalimumab
Lung Cancer,Shortness of breath,Propranolol
Malaria,Tremors,Ranitidine
Heart Disease,Abdominal Pain,Ondansetron
Acne,Muscle Weakness,Hydrocortisone
Bronchitis,Vomiting,Chloroquine
Hypertension,High Blood Pressure,Terbinafine
Arthritis,Skin Rash,Ibuprofen
Diabetes,Sore Throat,Amoxicillin
COVID-19,Weight Loss,Omeprazole
Psoriasis,Joint Pain,Ranitidine
Diabetes,Cough,Sildenafil
Multiple Sclerosis,Nausea,Metformin
Glaucoma,Sore Throat,Paracetamol
Dengue,Skin Rash,Ranitidine
Common Cold,Runny Nose,Amoxicillin
Zika Virus,Diarrhea,Losartan
Peptic Ulcer,Fever,Ciprofloxacin
Chronic Kidney Disease,Runny Nose,Levothyroxine
Ulcerative Colitis,Muscle Weakness,Ranitidine
Vertigo,Back Pain,Paracetamol
Hepatitis,Swelling,Aspirin
Epilepsy,Numbness,Budesonide
Epilepsy,Itching,Ibuprofen
Typhoid,Nausea,Sildenafil
Psoriasis,Vomiting,Ondansetron
Hepatitis,Blurred Vision,Aspirin
Eczema,Fever,Ibuprofen
Vertigo,Red Eyes,Sildenafil
Arthritis,Night Sweats,Ondansetron
Ulcerative Colitis,Weight Loss,Sildenafil
Malaria,Skin Rash,Losartan
Hepatitis,High Blood Pressure,Propranolol
Asthma,Tremors,Propranolol
Chickenpox,Loss of Appetite,Prednisone
Lung Cancer,Rapid Heartbeat,Cetirizine
Allergy,Swelling,Cetirizine
Tuberculosis,High Blood Pressure,Hydrocortisone
Glaucoma,Fever,Topiramate
Whooping Cough,Shortness of breath,Terbinafine
Ulcerative Colitis,High Blood Pressure,Adalimumab
Fungal Infection,Weight Loss,Chloroquine
Epilepsy,Dizziness,Chloroquine
Pneumonia,Shortness of breath,Amoxicillin
Gastroenteritis,Sore Throat,Levothyroxine
Chickenpox,Weight Loss,Doxycycline
Pneumonia,Blurred Vision,Loperamide
Arthritis,High Blood Pressure,Losartan
COVID-19,Joint Pain,Losartan
Pneumonia,Headache,Sumatriptan
Eczema,Headache,Loratadine
Diabetes,Shortness of breath,Topiramate
Tuberculosis,Tremors,Levothyroxine
Fungal Infection,Weight Loss,Isoniazid
Lung Cancer,Skin Rash,Topiramate
Eczema,Loss of Appetite,Chloroquine
Allergy,Swollen Lymph Nodes,Isoniazid
Hypertension,Abdominal Pain,Loratadine
Pneumonia,Vomiting,Sumatriptan
Whooping Cough,Fever,Amoxicillin
Epilepsy,Itching,Ciprofloxacin
Asthma,Abdominal Pain,Ciprofloxacin
Vertigo,Tremors,Topiramate
Sinusitis,Swollen Lymph Nodes,Omeprazole
COVID-19,Headache,Aspirin
Ulcerative Colitis,Night Sweats,Budesonide
Vertigo,Sore Throat,Ranitidine
Diabetes,Muscle Weakness,Omeprazole
Peptic Ulcer,Ear Pain,Budesonide
Osteoporosis,Red Eyes,Doxycycline
Sinusitis,Nausea,Calamine Lotion
Zika Virus,Dizziness,Adalimumab
Bronchitis,High Blood Pressure,Cetirizine
Heart Disease,Red Eyes,Terbinafine
Allergy,Nausea,Ciprofloxacin
Epilepsy,Runny Nose,Ibuprofen
Urinary Tract Infection,Sore Throat,Doxycycline
Chronic Kidney Disease,Back Pain,Ciprofloxacin
Fungal Infection,Joint Pain,Glibenclamide
